operator,centre,instrument,instrument_model,analysis,material,vial,round,excluded,parameter,percent
A,2,2,1,centr,PBMC,1,1,No,CD3,67.34
A,2,2,1,centr,PBMC,1,1,No,CD4,32.49
A,2,2,1,centr,PBMC,1,1,No,CD8,61.8
A,2,2,1,centr,PBMC,1,1,No,CD3_N,10.24
A,2,2,1,centr,PBMC,1,1,No,CD4_N,19.49
A,2,2,1,centr,PBMC,1,1,No,CD8_N,5.61
A,2,2,1,centr,PBMC,1,1,No,CD3_CM,20.76
A,2,2,1,centr,PBMC,1,1,No,CD4_CM,41.93
A,2,2,1,centr,PBMC,1,1,No,CD8_CM,7.96
A,2,2,1,centr,PBMC,1,1,No,CD3_EM,29.2
A,2,2,1,centr,PBMC,1,1,No,CD4_EM,32.72
A,2,2,1,centr,PBMC,1,1,No,CD8_EM,31.08
A,2,2,1,centr,PBMC,1,1,No,CD3_TD,39.8
A,2,2,1,centr,PBMC,1,1,No,CD4_TD,5.85
A,2,2,1,centr,PBMC,1,1,No,CD8_TD,55.35
A,2,2,1,centr,PBMC,1,2,No,CD3,75.74
A,2,2,1,centr,PBMC,1,2,No,CD4,45.38
A,2,2,1,centr,PBMC,1,2,No,CD8,49.88
A,2,2,1,centr,PBMC,1,2,No,CD3_N,16.8
A,2,2,1,centr,PBMC,1,2,No,CD4_N,28.68
A,2,2,1,centr,PBMC,1,2,No,CD8_N,7.51
A,2,2,1,centr,PBMC,1,2,No,CD3_CM,20.04
A,2,2,1,centr,PBMC,1,2,No,CD4_CM,37.28
A,2,2,1,centr,PBMC,1,2,No,CD8_CM,6.71
A,2,2,1,centr,PBMC,1,2,No,CD3_EM,28.98
A,2,2,1,centr,PBMC,1,2,No,CD4_EM,30.24
A,2,2,1,centr,PBMC,1,2,No,CD8_EM,29.46
A,2,2,1,centr,PBMC,1,2,No,CD3_TD,34.18
A,2,2,1,centr,PBMC,1,2,No,CD4_TD,3.8
A,2,2,1,centr,PBMC,1,2,No,CD8_TD,56.32
A,2,2,1,centr,PBMC,1,3,No,CD3,68.97
A,2,2,1,centr,PBMC,1,3,No,CD4,24.92
A,2,2,1,centr,PBMC,1,3,No,CD8,69.11
A,2,2,1,centr,PBMC,1,3,No,CD3_N,6.95
A,2,2,1,centr,PBMC,1,3,No,CD4_N,18.33
A,2,2,1,centr,PBMC,1,3,No,CD8_N,3.58
A,2,2,1,centr,PBMC,1,3,No,CD3_CM,8.32
A,2,2,1,centr,PBMC,1,3,No,CD4_CM,25.6
A,2,2,1,centr,PBMC,1,3,No,CD8_CM,3.46
A,2,2,1,centr,PBMC,1,3,No,CD3_EM,28.94
A,2,2,1,centr,PBMC,1,3,No,CD4_EM,45.49
A,2,2,1,centr,PBMC,1,3,No,CD8_EM,25.52
A,2,2,1,centr,PBMC,1,3,No,CD3_TD,55.79
A,2,2,1,centr,PBMC,1,3,No,CD4_TD,10.58
A,2,2,1,centr,PBMC,1,3,No,CD8_TD,67.43
A,2,2,1,centr,PBMC,2,1,No,CD3,84.13
A,2,2,1,centr,PBMC,2,1,No,CD4,34.06
A,2,2,1,centr,PBMC,2,1,No,CD8,62.86
A,2,2,1,centr,PBMC,2,1,No,CD3_N,4.22
A,2,2,1,centr,PBMC,2,1,No,CD4_N,2.95
A,2,2,1,centr,PBMC,2,1,No,CD8_N,3.98
A,2,2,1,centr,PBMC,2,1,No,CD3_CM,12.07
A,2,2,1,centr,PBMC,2,1,No,CD4_CM,22.1
A,2,2,1,centr,PBMC,2,1,No,CD8_CM,5.97
A,2,2,1,centr,PBMC,2,1,No,CD3_EM,35.94
A,2,2,1,centr,PBMC,2,1,No,CD4_EM,72.07
A,2,2,1,centr,PBMC,2,1,No,CD8_EM,17.76
A,2,2,1,centr,PBMC,2,1,No,CD3_TD,47.78
A,2,2,1,centr,PBMC,2,1,No,CD4_TD,2.88
A,2,2,1,centr,PBMC,2,1,No,CD8_TD,72.29
A,2,2,1,centr,PBMC,2,2,No,CD3,84.64
A,2,2,1,centr,PBMC,2,2,No,CD4,37.3
A,2,2,1,centr,PBMC,2,2,No,CD8,60.19
A,2,2,1,centr,PBMC,2,2,No,CD3_N,7.42
A,2,2,1,centr,PBMC,2,2,No,CD4_N,9.86
A,2,2,1,centr,PBMC,2,2,No,CD8_N,6.33
A,2,2,1,centr,PBMC,2,2,No,CD3_CM,12.38
A,2,2,1,centr,PBMC,2,2,No,CD4_CM,25.35
A,2,2,1,centr,PBMC,2,2,No,CD8_CM,5.36
A,2,2,1,centr,PBMC,2,2,No,CD3_EM,30.24
A,2,2,1,centr,PBMC,2,2,No,CD4_EM,59.93
A,2,2,1,centr,PBMC,2,2,No,CD8_EM,11.37
A,2,2,1,centr,PBMC,2,2,No,CD3_TD,49.95
A,2,2,1,centr,PBMC,2,2,No,CD4_TD,4.85
A,2,2,1,centr,PBMC,2,2,No,CD8_TD,76.94
A,2,2,1,centr,PBMC,2,3,No,CD3,82.39
A,2,2,1,centr,PBMC,2,3,No,CD4,29.96
A,2,2,1,centr,PBMC,2,3,No,CD8,67.51
A,2,2,1,centr,PBMC,2,3,No,CD3_N,3.65
A,2,2,1,centr,PBMC,2,3,No,CD4_N,1.44
A,2,2,1,centr,PBMC,2,3,No,CD8_N,4.78
A,2,2,1,centr,PBMC,2,3,No,CD3_CM,5.46
A,2,2,1,centr,PBMC,2,3,No,CD4_CM,10.71
A,2,2,1,centr,PBMC,2,3,No,CD8_CM,3.83
A,2,2,1,centr,PBMC,2,3,No,CD3_EM,35.28
A,2,2,1,centr,PBMC,2,3,No,CD4_EM,81.79
A,2,2,1,centr,PBMC,2,3,No,CD8_EM,14.58
A,2,2,1,centr,PBMC,2,3,No,CD3_TD,55.61
A,2,2,1,centr,PBMC,2,3,No,CD4_TD,6.06
A,2,2,1,centr,PBMC,2,3,No,CD8_TD,76.81
A,2,2,1,centr,PBMC,3,1,No,CD3,69.6
A,2,2,1,centr,PBMC,3,1,No,CD4,44.49
A,2,2,1,centr,PBMC,3,1,No,CD8,46.06
A,2,2,1,centr,PBMC,3,1,No,CD3_N,12.28
A,2,2,1,centr,PBMC,3,1,No,CD4_N,15.02
A,2,2,1,centr,PBMC,3,1,No,CD8_N,9.69
A,2,2,1,centr,PBMC,3,1,No,CD3_CM,29.36
A,2,2,1,centr,PBMC,3,1,No,CD4_CM,54.79
A,2,2,1,centr,PBMC,3,1,No,CD8_CM,8.39
A,2,2,1,centr,PBMC,3,1,No,CD3_EM,25.21
A,2,2,1,centr,PBMC,3,1,No,CD4_EM,29.8
A,2,2,1,centr,PBMC,3,1,No,CD8_EM,21.69
A,2,2,1,centr,PBMC,3,1,No,CD3_TD,33.15
A,2,2,1,centr,PBMC,3,1,No,CD4_TD,0.4
A,2,2,1,centr,PBMC,3,1,No,CD8_TD,60.23
A,2,2,1,centr,PBMC,3,2,No,CD3,75.55
A,2,2,1,centr,PBMC,3,2,No,CD4,53.52
A,2,2,1,centr,PBMC,3,2,No,CD8,39.67
A,2,2,1,centr,PBMC,3,2,No,CD3_N,20.71
A,2,2,1,centr,PBMC,3,2,No,CD4_N,29.27
A,2,2,1,centr,PBMC,3,2,No,CD8_N,13.62
A,2,2,1,centr,PBMC,3,2,No,CD3_CM,25.82
A,2,2,1,centr,PBMC,3,2,No,CD4_CM,42.44
A,2,2,1,centr,PBMC,3,2,No,CD8_CM,7.53
A,2,2,1,centr,PBMC,3,2,No,CD3_EM,24.53
A,2,2,1,centr,PBMC,3,2,No,CD4_EM,27.77
A,2,2,1,centr,PBMC,3,2,No,CD8_EM,18.98
A,2,2,1,centr,PBMC,3,2,No,CD3_TD,28.94
A,2,2,1,centr,PBMC,3,2,No,CD4_TD,0.52
A,2,2,1,centr,PBMC,3,2,No,CD8_TD,59.87
A,2,2,1,centr,PBMC,3,3,No,CD3,69.52
A,2,2,1,centr,PBMC,3,3,No,CD4,40.82
A,2,2,1,centr,PBMC,3,3,No,CD8,50.34
A,2,2,1,centr,PBMC,3,3,No,CD3_N,14.06
A,2,2,1,centr,PBMC,3,3,No,CD4_N,20.99
A,2,2,1,centr,PBMC,3,3,No,CD8_N,10.8
A,2,2,1,centr,PBMC,3,3,No,CD3_CM,22.12
A,2,2,1,centr,PBMC,3,3,No,CD4_CM,43.31
A,2,2,1,centr,PBMC,3,3,No,CD8_CM,7.92
A,2,2,1,centr,PBMC,3,3,No,CD3_EM,25.83
A,2,2,1,centr,PBMC,3,3,No,CD4_EM,35.25
A,2,2,1,centr,PBMC,3,3,No,CD8_EM,16.8
A,2,2,1,centr,PBMC,3,3,No,CD3_TD,37.99
A,2,2,1,centr,PBMC,3,3,No,CD4_TD,0.46
A,2,2,1,centr,PBMC,3,3,No,CD8_TD,64.48
A,2,2,1,centr,WB,1,1,No,CD3,58.28
A,2,2,1,centr,WB,1,1,No,CD4,63.26
A,2,2,1,centr,WB,1,1,No,CD8,33.68
A,2,2,1,centr,WB,1,1,No,CD3_N,37.96
A,2,2,1,centr,WB,1,1,No,CD4_N,39.05
A,2,2,1,centr,WB,1,1,No,CD8_N,38.42
A,2,2,1,centr,WB,1,1,No,CD3_CM,38.66
A,2,2,1,centr,WB,1,1,No,CD4_CM,49.2
A,2,2,1,centr,WB,1,1,No,CD8_CM,19.88
A,2,2,1,centr,WB,1,1,No,CD3_EM,16.96
A,2,2,1,centr,WB,1,1,No,CD4_EM,11.58
A,2,2,1,centr,WB,1,1,No,CD8_EM,26.47
A,2,2,1,centr,WB,1,1,No,CD3_TD,6.43
A,2,2,1,centr,WB,1,1,No,CD4_TD,0.17
A,2,2,1,centr,WB,1,1,No,CD8_TD,15.23
A,2,2,1,centr,WB,1,2,No,CD3,57.68
A,2,2,1,centr,WB,1,2,No,CD4,63.29
A,2,2,1,centr,WB,1,2,No,CD8,33.69
A,2,2,1,centr,WB,1,2,No,CD3_N,37.65
A,2,2,1,centr,WB,1,2,No,CD4_N,39.03
A,2,2,1,centr,WB,1,2,No,CD8_N,37.65
A,2,2,1,centr,WB,1,2,No,CD3_CM,38.07
A,2,2,1,centr,WB,1,2,No,CD4_CM,49.05
A,2,2,1,centr,WB,1,2,No,CD8_CM,18.47
A,2,2,1,centr,WB,1,2,No,CD3_EM,17.73
A,2,2,1,centr,WB,1,2,No,CD4_EM,11.74
A,2,2,1,centr,WB,1,2,No,CD8_EM,27.97
A,2,2,1,centr,WB,1,2,No,CD3_TD,6.55
A,2,2,1,centr,WB,1,2,No,CD4_TD,0.19
A,2,2,1,centr,WB,1,2,No,CD8_TD,15.92
A,2,2,1,centr,WB,1,3,No,CD3,57.35
A,2,2,1,centr,WB,1,3,No,CD4,63.38
A,2,2,1,centr,WB,1,3,No,CD8,33.49
A,2,2,1,centr,WB,1,3,No,CD3_N,37.37
A,2,2,1,centr,WB,1,3,No,CD4_N,38.46
A,2,2,1,centr,WB,1,3,No,CD8_N,37.66
A,2,2,1,centr,WB,1,3,No,CD3_CM,38.91
A,2,2,1,centr,WB,1,3,No,CD4_CM,49.72
A,2,2,1,centr,WB,1,3,No,CD8_CM,19.66
A,2,2,1,centr,WB,1,3,No,CD3_EM,17.31
A,2,2,1,centr,WB,1,3,No,CD4_EM,11.66
A,2,2,1,centr,WB,1,3,No,CD8_EM,27.09
A,2,2,1,centr,WB,1,3,No,CD3_TD,6.41
A,2,2,1,centr,WB,1,3,No,CD4_TD,0.16
A,2,2,1,centr,WB,1,3,No,CD8_TD,15.58
A,2,2,1,centr,WB,2,1,No,CD3,67.39
A,2,2,1,centr,WB,2,1,No,CD4,68.54
A,2,2,1,centr,WB,2,1,No,CD8,24.87
A,2,2,1,centr,WB,2,1,No,CD3_N,16.32
A,2,2,1,centr,WB,2,1,No,CD4_N,17.25
A,2,2,1,centr,WB,2,1,No,CD8_N,17.61
A,2,2,1,centr,WB,2,1,No,CD3_CM,41.53
A,2,2,1,centr,WB,2,1,No,CD4_CM,51.26
A,2,2,1,centr,WB,2,1,No,CD8_CM,25.5
A,2,2,1,centr,WB,2,1,No,CD3_EM,31.27
A,2,2,1,centr,WB,2,1,No,CD4_EM,29.1
A,2,2,1,centr,WB,2,1,No,CD8_EM,28.75
A,2,2,1,centr,WB,2,1,No,CD3_TD,10.88
A,2,2,1,centr,WB,2,1,No,CD4_TD,2.38
A,2,2,1,centr,WB,2,1,No,CD8_TD,28.14
A,2,2,1,centr,WB,2,2,No,CD3,67.11
A,2,2,1,centr,WB,2,2,No,CD4,68.31
A,2,2,1,centr,WB,2,2,No,CD8,25.19
A,2,2,1,centr,WB,2,2,No,CD3_N,16.11
A,2,2,1,centr,WB,2,2,No,CD4_N,16.72
A,2,2,1,centr,WB,2,2,No,CD8_N,18.02
A,2,2,1,centr,WB,2,2,No,CD3_CM,41.92
A,2,2,1,centr,WB,2,2,No,CD4_CM,51.78
A,2,2,1,centr,WB,2,2,No,CD8_CM,25.73
A,2,2,1,centr,WB,2,2,No,CD3_EM,31.52
A,2,2,1,centr,WB,2,2,No,CD4_EM,29.46
A,2,2,1,centr,WB,2,2,No,CD8_EM,28.87
A,2,2,1,centr,WB,2,2,No,CD3_TD,10.45
A,2,2,1,centr,WB,2,2,No,CD4_TD,2.05
A,2,2,1,centr,WB,2,2,No,CD8_TD,27.38
A,2,2,1,centr,WB,2,3,No,CD3,67.41
A,2,2,1,centr,WB,2,3,No,CD4,68.39
A,2,2,1,centr,WB,2,3,No,CD8,24.97
A,2,2,1,centr,WB,2,3,No,CD3_N,15.82
A,2,2,1,centr,WB,2,3,No,CD4_N,16.58
A,2,2,1,centr,WB,2,3,No,CD8_N,17.36
A,2,2,1,centr,WB,2,3,No,CD3_CM,41.79
A,2,2,1,centr,WB,2,3,No,CD4_CM,51.49
A,2,2,1,centr,WB,2,3,No,CD8_CM,25.89
A,2,2,1,centr,WB,2,3,No,CD3_EM,31.95
A,2,2,1,centr,WB,2,3,No,CD4_EM,29.78
A,2,2,1,centr,WB,2,3,No,CD8_EM,29.7
A,2,2,1,centr,WB,2,3,No,CD3_TD,10.44
A,2,2,1,centr,WB,2,3,No,CD4_TD,2.16
A,2,2,1,centr,WB,2,3,No,CD8_TD,27.05
A,2,2,1,centr,WB,3,1,No,CD3,58.13
A,2,2,1,centr,WB,3,1,No,CD4,66.45
A,2,2,1,centr,WB,3,1,No,CD8,27.88
A,2,2,1,centr,WB,3,1,No,CD3_N,20.48
A,2,2,1,centr,WB,3,1,No,CD4_N,15.73
A,2,2,1,centr,WB,3,1,No,CD8_N,35.09
A,2,2,1,centr,WB,3,1,No,CD3_CM,40.14
A,2,2,1,centr,WB,3,1,No,CD4_CM,55.16
A,2,2,1,centr,WB,3,1,No,CD8_CM,15.22
A,2,2,1,centr,WB,3,1,No,CD3_EM,21.6
A,2,2,1,centr,WB,3,1,No,CD4_EM,20.9
A,2,2,1,centr,WB,3,1,No,CD8_EM,17.21
A,2,2,1,centr,WB,3,1,No,CD3_TD,17.78
A,2,2,1,centr,WB,3,1,No,CD4_TD,8.21
A,2,2,1,centr,WB,3,1,No,CD8_TD,32.48
A,2,2,1,centr,WB,3,2,No,CD3,58.45
A,2,2,1,centr,WB,3,2,No,CD4,66.35
A,2,2,1,centr,WB,3,2,No,CD8,27.86
A,2,2,1,centr,WB,3,2,No,CD3_N,19.94
A,2,2,1,centr,WB,3,2,No,CD4_N,15.38
A,2,2,1,centr,WB,3,2,No,CD8_N,34.29
A,2,2,1,centr,WB,3,2,No,CD3_CM,39.97
A,2,2,1,centr,WB,3,2,No,CD4_CM,55.08
A,2,2,1,centr,WB,3,2,No,CD8_CM,14.58
A,2,2,1,centr,WB,3,2,No,CD3_EM,21.81
A,2,2,1,centr,WB,3,2,No,CD4_EM,21.12
A,2,2,1,centr,WB,3,2,No,CD8_EM,18.27
A,2,2,1,centr,WB,3,2,No,CD3_TD,18.28
A,2,2,1,centr,WB,3,2,No,CD4_TD,8.43
A,2,2,1,centr,WB,3,2,No,CD8_TD,32.86
A,2,2,1,centr,WB,3,3,No,CD3,57.94
A,2,2,1,centr,WB,3,3,No,CD4,66.31
A,2,2,1,centr,WB,3,3,No,CD8,27.87
A,2,2,1,centr,WB,3,3,No,CD3_N,18.46
A,2,2,1,centr,WB,3,3,No,CD4_N,13.68
A,2,2,1,centr,WB,3,3,No,CD8_N,32.49
A,2,2,1,centr,WB,3,3,No,CD3_CM,42.27
A,2,2,1,centr,WB,3,3,No,CD4_CM,57.4
A,2,2,1,centr,WB,3,3,No,CD8_CM,17.74
A,2,2,1,centr,WB,3,3,No,CD3_EM,22.66
A,2,2,1,centr,WB,3,3,No,CD4_EM,20.7
A,2,2,1,centr,WB,3,3,No,CD8_EM,21.97
A,2,2,1,centr,WB,3,3,No,CD3_TD,16.6
A,2,2,1,centr,WB,3,3,No,CD4_TD,8.22
A,2,2,1,centr,WB,3,3,No,CD8_TD,27.79
A,2,2,1,local,PBMC,1,1,No,CD3,68.3
A,2,2,1,local,PBMC,1,1,No,CD4,31
A,2,2,1,local,PBMC,1,1,No,CD8,63.1
A,2,2,1,local,PBMC,1,1,No,CD3_N,7.5
A,2,2,1,local,PBMC,1,1,No,CD4_N,15.8
A,2,2,1,local,PBMC,1,1,No,CD8_N,3.9
A,2,2,1,local,PBMC,1,1,No,CD3_CM,16.2
A,2,2,1,local,PBMC,1,1,No,CD4_CM,38.2
A,2,2,1,local,PBMC,1,1,No,CD8_CM,6.9
A,2,2,1,local,PBMC,1,1,No,CD3_EM,36
A,2,2,1,local,PBMC,1,1,No,CD4_EM,40.6
A,2,2,1,local,PBMC,1,1,No,CD8_EM,35
A,2,2,1,local,PBMC,1,1,No,CD3_TD,40.2
A,2,2,1,local,PBMC,1,1,No,CD4_TD,5.5
A,2,2,1,local,PBMC,1,1,No,CD8_TD,54.3
A,2,2,1,local,PBMC,1,2,No,CD3,74
A,2,2,1,local,PBMC,1,2,No,CD4,45
A,2,2,1,local,PBMC,1,2,No,CD8,49.5
A,2,2,1,local,PBMC,1,2,No,CD3_N,15
A,2,2,1,local,PBMC,1,2,No,CD4_N,25
A,2,2,1,local,PBMC,1,2,No,CD8_N,6
A,2,2,1,local,PBMC,1,2,No,CD3_CM,18.9
A,2,2,1,local,PBMC,1,2,No,CD4_CM,34.4
A,2,2,1,local,PBMC,1,2,No,CD8_CM,6
A,2,2,1,local,PBMC,1,2,No,CD3_EM,33.3
A,2,2,1,local,PBMC,1,2,No,CD4_EM,36.8
A,2,2,1,local,PBMC,1,2,No,CD8_EM,34.6
A,2,2,1,local,PBMC,1,2,No,CD3_TD,32
A,2,2,1,local,PBMC,1,2,No,CD4_TD,3
A,2,2,1,local,PBMC,1,2,No,CD8_TD,53.2
A,2,2,1,local,PBMC,1,3,No,CD3,66.5
A,2,2,1,local,PBMC,1,3,No,CD4,40.77
A,2,2,1,local,PBMC,1,3,No,CD8,52.73
A,2,2,1,local,PBMC,1,3,No,CD3_N,8.3
A,2,2,1,local,PBMC,1,3,No,CD4_N,17.37
A,2,2,1,local,PBMC,1,3,No,CD8_N,7.57
A,2,2,1,local,PBMC,1,3,No,CD3_CM,15.3
A,2,2,1,local,PBMC,1,3,No,CD4_CM,35.27
A,2,2,1,local,PBMC,1,3,No,CD8_CM,6.97
A,2,2,1,local,PBMC,1,3,No,CD3_EM,33.1
A,2,2,1,local,PBMC,1,3,No,CD4_EM,44.9
A,2,2,1,local,PBMC,1,3,No,CD8_EM,21.43
A,2,2,1,local,PBMC,1,3,No,CD3_TD,43
A,2,2,1,local,PBMC,1,3,No,CD4_TD,2.13
A,2,2,1,local,PBMC,1,3,No,CD8_TD,63.97
A,2,2,1,local,PBMC,2,1,No,CD3,84
A,2,2,1,local,PBMC,2,1,No,CD4,33.8
A,2,2,1,local,PBMC,2,1,No,CD8,62.9
A,2,2,1,local,PBMC,2,1,No,CD3_N,3.4
A,2,2,1,local,PBMC,2,1,No,CD4_N,2.8
A,2,2,1,local,PBMC,2,1,No,CD8_N,3.1
A,2,2,1,local,PBMC,2,1,No,CD3_CM,10.6
A,2,2,1,local,PBMC,2,1,No,CD4_CM,17.4
A,2,2,1,local,PBMC,2,1,No,CD8_CM,7.5
A,2,2,1,local,PBMC,2,1,No,CD3_EM,37.8
A,2,2,1,local,PBMC,2,1,No,CD4_EM,76.6
A,2,2,1,local,PBMC,2,1,No,CD8_EM,21.2
A,2,2,1,local,PBMC,2,1,No,CD3_TD,48
A,2,2,1,local,PBMC,2,1,No,CD4_TD,3.2
A,2,2,1,local,PBMC,2,1,No,CD8_TD,68.1
A,2,2,1,local,PBMC,2,2,No,CD3,83.8
A,2,2,1,local,PBMC,2,2,No,CD4,37
A,2,2,1,local,PBMC,2,2,No,CD8,60
A,2,2,1,local,PBMC,2,2,No,CD3_N,6
A,2,2,1,local,PBMC,2,2,No,CD4_N,8.4
A,2,2,1,local,PBMC,2,2,No,CD8_N,4.5
A,2,2,1,local,PBMC,2,2,No,CD3_CM,12.3
A,2,2,1,local,PBMC,2,2,No,CD4_CM,23.6
A,2,2,1,local,PBMC,2,2,No,CD8_CM,5
A,2,2,1,local,PBMC,2,2,No,CD3_EM,34.1
A,2,2,1,local,PBMC,2,2,No,CD4_EM,64.8
A,2,2,1,local,PBMC,2,2,No,CD8_EM,14.5
A,2,2,1,local,PBMC,2,2,No,CD3_TD,47.6
A,2,2,1,local,PBMC,2,2,No,CD4_TD,3.1
A,2,2,1,local,PBMC,2,2,No,CD8_TD,76
A,2,2,1,local,PBMC,2,3,No,CD3,81.5
A,2,2,1,local,PBMC,2,3,No,CD4,30.5
A,2,2,1,local,PBMC,2,3,No,CD8,66.5
A,2,2,1,local,PBMC,2,3,No,CD3_N,4.2
A,2,2,1,local,PBMC,2,3,No,CD4_N,1.4
A,2,2,1,local,PBMC,2,3,No,CD8_N,4.3
A,2,2,1,local,PBMC,2,3,No,CD3_CM,7.4
A,2,2,1,local,PBMC,2,3,No,CD4_CM,14.1
A,2,2,1,local,PBMC,2,3,No,CD8_CM,4
A,2,2,1,local,PBMC,2,3,No,CD3_EM,36.9
A,2,2,1,local,PBMC,2,3,No,CD4_EM,79.6
A,2,2,1,local,PBMC,2,3,No,CD8_EM,16.8
A,2,2,1,local,PBMC,2,3,No,CD3_TD,51.4
A,2,2,1,local,PBMC,2,3,No,CD4_TD,4.9
A,2,2,1,local,PBMC,2,3,No,CD8_TD,75
A,2,2,1,local,PBMC,3,1,No,CD3,69.3
A,2,2,1,local,PBMC,3,1,No,CD4,43.6
A,2,2,1,local,PBMC,3,1,No,CD8,46.4
A,2,2,1,local,PBMC,3,1,No,CD3_N,11.9
A,2,2,1,local,PBMC,3,1,No,CD4_N,14.8
A,2,2,1,local,PBMC,3,1,No,CD8_N,8.9
A,2,2,1,local,PBMC,3,1,No,CD3_CM,27.3
A,2,2,1,local,PBMC,3,1,No,CD4_CM,49.8
A,2,2,1,local,PBMC,3,1,No,CD8_CM,11.5
A,2,2,1,local,PBMC,3,1,No,CD3_EM,28.2
A,2,2,1,local,PBMC,3,1,No,CD4_EM,35.1
A,2,2,1,local,PBMC,3,1,No,CD8_EM,24.9
A,2,2,1,local,PBMC,3,1,No,CD3_TD,32.4
A,2,2,1,local,PBMC,3,1,No,CD4_TD,0.4
A,2,2,1,local,PBMC,3,1,No,CD8_TD,54.7
A,2,2,1,local,PBMC,3,2,No,CD3,74.8
A,2,2,1,local,PBMC,3,2,No,CD4,53.3
A,2,2,1,local,PBMC,3,2,No,CD8,39
A,2,2,1,local,PBMC,3,2,No,CD3_N,17.9
A,2,2,1,local,PBMC,3,2,No,CD4_N,23.6
A,2,2,1,local,PBMC,3,2,No,CD8_N,11.7
A,2,2,1,local,PBMC,3,2,No,CD3_CM,26.6
A,2,2,1,local,PBMC,3,2,No,CD4_CM,44.3
A,2,2,1,local,PBMC,3,2,No,CD8_CM,7
A,2,2,1,local,PBMC,3,2,No,CD3_EM,29.2
A,2,2,1,local,PBMC,3,2,No,CD4_EM,32
A,2,2,1,local,PBMC,3,2,No,CD8_EM,24
A,2,2,1,local,PBMC,3,2,No,CD3_TD,26.3
A,2,2,1,local,PBMC,3,2,No,CD4_TD,0.3
A,2,2,1,local,PBMC,3,2,No,CD8_TD,57.2
A,2,2,1,local,PBMC,3,3,No,CD3,68.7
A,2,2,1,local,PBMC,3,3,No,CD4,40.3
A,2,2,1,local,PBMC,3,3,No,CD8,48.7
A,2,2,1,local,PBMC,3,3,No,CD3_N,14.5
A,2,2,1,local,PBMC,3,3,No,CD4_N,18.7
A,2,2,1,local,PBMC,3,3,No,CD8_N,12.2
A,2,2,1,local,PBMC,3,3,No,CD3_CM,25.1
A,2,2,1,local,PBMC,3,3,No,CD4_CM,47.8
A,2,2,1,local,PBMC,3,3,No,CD8_CM,9.9
A,2,2,1,local,PBMC,3,3,No,CD3_EM,24
A,2,2,1,local,PBMC,3,3,No,CD4_EM,33.1
A,2,2,1,local,PBMC,3,3,No,CD8_EM,15.2
A,2,2,1,local,PBMC,3,3,No,CD3_TD,36.4
A,2,2,1,local,PBMC,3,3,No,CD4_TD,0.3
A,2,2,1,local,PBMC,3,3,No,CD8_TD,62.7
A,2,2,1,local,WB,1,1,No,CD3,58.8
A,2,2,1,local,WB,1,1,No,CD4,63.9
A,2,2,1,local,WB,1,1,No,CD8,34.4
A,2,2,1,local,WB,1,1,No,CD3_N,34.6
A,2,2,1,local,WB,1,1,No,CD4_N,31.8
A,2,2,1,local,WB,1,1,No,CD8_N,40.2
A,2,2,1,local,WB,1,1,No,CD3_CM,43.7
A,2,2,1,local,WB,1,1,No,CD4_CM,57.1
A,2,2,1,local,WB,1,1,No,CD8_CM,20.7
A,2,2,1,local,WB,1,1,No,CD3_EM,15.2
A,2,2,1,local,WB,1,1,No,CD4_EM,10.8
A,2,2,1,local,WB,1,1,No,CD8_EM,21.9
A,2,2,1,local,WB,1,1,No,CD3_TD,6.4
A,2,2,1,local,WB,1,1,No,CD4_TD,0.2
A,2,2,1,local,WB,1,1,No,CD8_TD,17.3
A,2,2,1,local,WB,1,2,No,CD3,58
A,2,2,1,local,WB,1,2,No,CD4,64
A,2,2,1,local,WB,1,2,No,CD8,34.4
A,2,2,1,local,WB,1,2,No,CD3_N,35
A,2,2,1,local,WB,1,2,No,CD4_N,33
A,2,2,1,local,WB,1,2,No,CD8_N,39.1
A,2,2,1,local,WB,1,2,No,CD3_CM,42.6
A,2,2,1,local,WB,1,2,No,CD4_CM,55.7
A,2,2,1,local,WB,1,2,No,CD8_CM,19.8
A,2,2,1,local,WB,1,2,No,CD3_EM,15.8
A,2,2,1,local,WB,1,2,No,CD4_EM,11
A,2,2,1,local,WB,1,2,No,CD8_EM,23.2
A,2,2,1,local,WB,1,2,No,CD3_TD,6.6
A,2,2,1,local,WB,1,2,No,CD4_TD,0.2
A,2,2,1,local,WB,1,2,No,CD8_TD,18
A,2,2,1,local,WB,1,3,No,CD3,57.8
A,2,2,1,local,WB,1,3,No,CD4,64.2
A,2,2,1,local,WB,1,3,No,CD8,34.2
A,2,2,1,local,WB,1,3,No,CD3_N,34.5
A,2,2,1,local,WB,1,3,No,CD4_N,32.1
A,2,2,1,local,WB,1,3,No,CD8_N,39.4
A,2,2,1,local,WB,1,3,No,CD3_CM,43.7
A,2,2,1,local,WB,1,3,No,CD4_CM,56.9
A,2,2,1,local,WB,1,3,No,CD8_CM,20.8
A,2,2,1,local,WB,1,3,No,CD3_EM,15.4
A,2,2,1,local,WB,1,3,No,CD4_EM,10.8
A,2,2,1,local,WB,1,3,No,CD8_EM,22.5
A,2,2,1,local,WB,1,3,No,CD3_TD,6.3
A,2,2,1,local,WB,1,3,No,CD4_TD,0.2
A,2,2,1,local,WB,1,3,No,CD8_TD,17.3
A,2,2,1,local,WB,2,1,No,CD3,67.6
A,2,2,1,local,WB,2,1,No,CD4,71
